generated_status,decision,reviewer,review_notes,hr_rank,hr_frequency,ekavian_lemma,ijekavian_lemma,ikavian_suggestion,rule,family_anchor,upos,compatible_msd_slots,changed_surface_pairs,ambiguous_msd_slots,reasons
known,,,,3826,22031,posed,posjed,posid,je→e,posedovati↔posjedovati,NOUN,13,13,1,ambiguous-surface-variants
known,,,,3847,21888,svesno,svjesno,svisno,je→e,nesvesno↔nesvjesno,ADV,2,2,0,fewer-than-three-compatible-msd-slots
review,,,,3879,21658,železnički,željeznički,želiznički,je→e,želeti↔željeti,ADJ|ADV,28,28,16,ambiguous-surface-variants
known,,,,3890,21488,poverenik,povjerenik,povirenik,je→e,povereni↔povjereni,NOUN,13,13,1,ambiguous-surface-variants
review,,,,3899,21441,mena,mina,,i→e,,NOUN,0,0,0,i-reflex-review-only|competing-ijekavian-targets|competing-ekavian-sources|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
review,,,,3907,21414,uvrediti,uvrijediti,uvriditi,ije→e,obezvrediti↔obezvrijediti,ADJ|ADV|VERB,60,60,16,ambiguous-surface-variants
review,,,,3915,21334,uverljivo,uvjerljivo,uvirljivo,je→e,uverljivost↔uvjerljivost,ADV,2,2,0,fewer-than-three-compatible-msd-slots
review,,,,3930,21223,beg,bijeg,big,ije→e,,NOUN,13,13,1,no-higher-trust-family-anchor|ambiguous-surface-variants
review,,,,3938,21154,nežan,nježan,nižan,je→e,,ADJ,64,64,32,no-higher-trust-family-anchor|ambiguous-surface-variants
known,,,,3942,21130,namestiti,namjestiti,namistiti,je→e,smestiti↔smjestiti,ADJ|ADV|VERB,60,60,16,ambiguous-surface-variants
review,,,,3956,20918,zameriti,zamjeriti,zamiriti,je→e,odmeriti↔odmjeriti,ADJ|ADV|VERB,60,60,16,ambiguous-surface-variants
review,,,,3973,20742,orentacija,orijentacija,orintacija,ije→e,,NOUN,13,13,1,no-higher-trust-family-anchor|ambiguous-surface-variants
review,,,,3983,20672,uštedeti,uštedjeti,uštediti,je→e,videti↔vidjeti,ADJ|ADV|VERB,60,13,16,ambiguous-surface-variants
review,,,,3988,20643,uvideti,uvidjeti,uviditi,je→e,videti↔vidjeti,ADJ|ADV|VERB,60,13,16,ambiguous-surface-variants
review,,,,3994,20587,mešavina,mješavina,mišavina,je→e,,NOUN,13,13,1,no-higher-trust-family-anchor|ambiguous-surface-variants
review,,,,4039,20165,pobeđivati,pobjeđivati,pobiđivati,je→e,obezbeđivati↔obezbjeđivati,ADJ|ADV|VERB,60,60,16,ambiguous-surface-variants
review,,,,4042,20150,stena,stijena,stina,ije→e,cena↔cijena,NOUN,13,13,1,ambiguous-surface-variants
review,,,,4044,20149,smeniti,smijeniti,sminiti,ije→e,izmeniti↔izmijeniti,ADJ|ADV|VERB,60,60,16,ambiguous-surface-variants
review,,,,4087,19883,net,nit,,i→e,,NOUN,0,0,0,i-reflex-review-only|competing-ijekavian-targets|competing-ekavian-sources|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
review,,,,4130,19622,rek,rijek,rik,ije→e,reka↔rijeka,NOUN,13,13,1,ambiguous-surface-variants
review,,,,4131,19621,oboleo,oboljeo,obolio,je→e,,ADJ,91,91,48,no-higher-trust-family-anchor|ambiguous-surface-variants
review,,,,4135,19613,latenski,latinski,,i→e,,ADJ|ADV,0,0,0,i-reflex-review-only|competing-ijekavian-targets|competing-ekavian-sources|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
review,,,,4151,19483,unaprediti,unaprijediti,unapriditi,ije→e,unapred↔unaprijed,ADJ|ADV|VERB,60,60,16,ambiguous-surface-variants
review,,,,4165,19370,stecanje,stjecanje,sticanje,je→e,,NOUN,13,13,1,no-higher-trust-family-anchor|ambiguous-surface-variants
review,,,,4167,19356,opusteti,opustiti,,i→e,,ADV|VERB,10,0,0,i-reflex-review-only|competing-ekavian-sources|fewer-than-two-changed-surface-pairs
review,,,,4175,19313,rečnik,rječnik,ričnik,je→e,,NOUN,13,13,1,no-higher-trust-family-anchor|ambiguous-surface-variants
review,,,,4188,19211,verovanje,vjerovanje,virovanje,je→e,verovati↔vjerovati,NOUN,13,13,1,ambiguous-surface-variants
review,,,,4189,19205,sled,slijed,slid,ije→e,slediti↔slijediti,NOUN,6,6,8,ambiguous-surface-variants
review,,,,4196,19154,uteha,utjeha,utiha,je→e,,NOUN,11,11,3,no-higher-trust-family-anchor|ambiguous-surface-variants
review,,,,4222,19000,zavet,zavjet,zavit,je→e,savet↔savjet,NOUN,13,13,1,ambiguous-surface-variants
review,,,,4224,18990,preteran,pretjeran,pretiran,je→e,,ADJ,54,54,85,no-higher-trust-family-anchor|ambiguous-surface-variants
review,,,,4246,18877,grejati,grijati,,i→e,,ADJ|ADV|VERB,60,0,16,i-reflex-review-only|competing-ijekavian-targets|competing-ekavian-sources|fewer-than-two-changed-surface-pairs|ambiguous-surface-variants
review,,,,4260,18813,naslediti,naslijediti,nasliditi,ije→e,slediti↔slijediti,ADJ|ADV|VERB,60,60,16,ambiguous-surface-variants
review,,,,4285,18615,proseka,prosjeka,prosika,je→e,prosek↔prosjek,NOUN,13,13,1,ambiguous-surface-variants
review,,,,4307,18477,venac,vijenac,vinac,ije→e,,NOUN,14,14,0,no-higher-trust-family-anchor
review,,,,4331,18352,izmeriti,izmjeriti,izmiriti,je→e,odmeriti↔odmjeriti,ADJ|ADV|VERB,60,60,16,ambiguous-surface-variants
review,,,,4338,18325,celovit,cjelovit,cilovit,je→e,celoviti↔cjeloviti,ADJ,64,64,32,ambiguous-surface-variants
review,,,,4340,18303,prosečno,prosječno,prosično,je→e,prosečni↔prosječni,ADV,1,1,0,fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
review,,,,4348,18264,zapretiti,zaprijetiti,zaprititi,ije→e,,ADJ|ADV|VERB,60,60,16,no-higher-trust-family-anchor|ambiguous-surface-variants
accepted,,,,4364,18166,neuspeh,neuspjeh,neuspih,je→e,uspeh↔uspjeh,NOUN,14,14,0,
review,,,,4374,18132,oslabeti,oslabiti,,i→e,,ADV|VERB,10,0,0,i-reflex-review-only|competing-ijekavian-targets|competing-ekavian-sources|fewer-than-two-changed-surface-pairs
review,,,,4378,18120,poseta,posjeta,posita,je→e,posed↔posjed,NOUN,13,13,1,ambiguous-surface-variants
review,,,,4379,18116,benzen,benzin,,i→e,,NOUN,0,0,0,i-reflex-review-only|competing-ijekavian-targets|competing-ekavian-sources|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
review,,,,4426,17784,verojatnost,vjerojatnost,virojatnost,je→e,vera↔vjera,NOUN,13,13,1,ambiguous-surface-variants
known,,,,4467,17600,dospeti,dospjeti,dospiti,je→e,uspeti↔uspjeti,ADV|VERB,23,18,0,
review,,,,4469,17575,savetovanje,savjetovanje,savitovanje,je→e,savet↔savjet,NOUN,13,13,1,ambiguous-surface-variants
review,,,,4476,17529,železo,željezo,želizo,je→e,želeti↔željeti,NOUN,13,13,1,ambiguous-surface-variants
review,,,,4491,17462,pomešati,pomiješati,pomišati,ije→e,mešati↔miješati,ADJ|ADV|VERB,60,60,16,ambiguous-surface-variants
review,,,,4507,17383,smrdeti,smrdjeti,smrditi,je→e,videti↔vidjeti,ADJ|ADV|VERB,66,19,16,ambiguous-surface-variants
review,,,,4518,17324,reskirati,riskirati,,i→e,,ADJ|ADV|VERB,0,0,0,i-reflex-review-only|competing-ijekavian-targets|competing-ekavian-sources|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
review,,,,4549,17139,pregovor,prigovor,,i→e,,NOUN,0,0,0,i-reflex-review-only|competing-ijekavian-targets|competing-ekavian-sources|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
review,,,,4565,17050,otpevati,otpjevati,otpivati,je→e,pevati↔pjevati,ADJ|ADV|VERB,60,60,16,ambiguous-surface-variants
review,,,,4571,17007,sveća,svijeća,svića,ije→e,svest↔svijest,NOUN,13,13,1,ambiguous-surface-variants
review,,,,4626,16726,odeven,odjeven,odiven,je→e,snabdeven↔snabdjeven,ADJ,37,37,16,ambiguous-surface-variants
review,,,,4629,16718,zagrejati,zagrijati,,i→e,,ADJ|ADV|VERB,60,0,16,i-reflex-review-only|competing-ijekavian-targets|competing-ekavian-sources|fewer-than-two-changed-surface-pairs|ambiguous-surface-variants
review,,,,4631,16716,enterijer,interijer,,i→e,,NOUN,0,0,0,i-reflex-review-only|competing-ijekavian-targets|competing-ekavian-sources|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
review,,,,4634,16706,tromesečje,tromjesečje,tromisečje,je→e,,NOUN,13,13,1,no-higher-trust-family-anchor|conflicts-with-higher-trust-ekavian-map|ambiguous-surface-variants
review,,,,4640,16686,devica,djevica,divica,je→e,,NOUN,13,13,1,no-higher-trust-family-anchor|ambiguous-surface-variants
accepted,,,,4659,16603,većnica,vijećnica,vićnica,ije→e,veće↔vijeće,NOUN,14,14,0,
review,,,,4672,16511,prepisivati,pripisivati,,i→e,,ADJ|ADV|VERB,0,0,0,i-reflex-review-only|competing-ijekavian-targets|competing-ekavian-sources|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
review,,,,4675,16484,prosvedovati,prosvjedovati,prosvidovati,je→e,prosveta↔prosvjeta,ADV|VERB,28,28,1,ambiguous-surface-variants
review,,,,4676,16472,izvestan,izvjestan,izvistan,je→e,izvesni↔izvjesni,ADJ,64,64,32,ambiguous-surface-variants
review,,,,4680,16453,zapremiti,zaprimiti,,i→e,,ADJ|ADV|VERB,0,0,0,i-reflex-review-only|competing-ijekavian-targets|competing-ekavian-sources|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
review,,,,4688,16431,vesnik,vjesnik,visnik,je→e,,NOUN,14,14,1,no-higher-trust-family-anchor|ambiguous-surface-variants
review,,,,4689,16412,smernica,smjernica,smirnica,je→e,menica↔mjenica,NOUN,13,13,1,ambiguous-surface-variants
review,,,,4703,16330,razmer,razmjer,razmir,je→e,razmera↔razmjera,NOUN,13,13,1,ambiguous-surface-variants
review,,,,4722,16228,prisećati,prisjećati,prisićati,je→e,,ADV|VERB,23,23,0,no-higher-trust-family-anchor
review,,,,4729,16204,merilo,mjerilo,mirilo,je→e,mera↔mjera,NOUN,13,13,1,ambiguous-surface-variants
review,,,,4736,16165,oboleti,oboljeti,oboliti,je→e,voleti↔voljeti,ADJ|ADV|VERB,60,13,16,ambiguous-surface-variants
review,,,,4738,16151,lečiti,ličiti,,i→e,,ADJ|ADV|VERB,0,0,0,i-reflex-review-only|competing-ekavian-sources|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
review,,,,4742,16131,veronauk,vjeronauk,vironauk,je→e,vera↔vjera,NOUN,13,13,1,ambiguous-surface-variants
review,,,,4753,16067,preterati,pretjerati,pretirati,je→e,,ADJ|ADV|VERB,60,60,16,no-higher-trust-family-anchor|ambiguous-surface-variants
review,,,,4759,16042,bes,bijes,bis,ije→e,,NOUN,14,14,0,no-higher-trust-family-anchor
review,,,,4769,16000,usmeravati,usmjeravati,usmiravati,je→e,nameravati↔namjeravati,ADJ|ADV|VERB,60,60,16,ambiguous-surface-variants
review,,,,4774,15956,naposletku,naposljetku,naposlitku,je→e,,ADV,1,1,0,no-higher-trust-family-anchor|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
known,,,,4785,15902,obaveštavati,obavještavati,obavištavati,je→e,obaveštavanje↔obavještavanje,ADJ|ADV|VERB,60,60,16,ambiguous-surface-variants
review,,,,4786,15898,cepivo,cjepivo,cipivo,je→e,,NOUN,13,13,1,no-higher-trust-family-anchor|ambiguous-surface-variants
review,,,,4827,15670,promer,promjer,promir,je→e,promena↔promjena,NOUN,13,13,1,ambiguous-surface-variants
review,,,,4832,15651,verovnik,vjerovnik,virovnik,je→e,vera↔vjera,NOUN,13,13,1,ambiguous-surface-variants
review,,,,4842,15623,sedalo,sjedalo,sidalo,je→e,,NOUN,13,13,1,no-higher-trust-family-anchor|ambiguous-surface-variants
review,,,,4851,15570,preterivati,pretjerivati,pretirivati,je→e,pevati↔pjevati,ADJ|ADV|VERB,60,60,16,ambiguous-surface-variants
review,,,,4866,15522,zamerati,zamjerati,zamirati,je→e,zamena↔zamjena,ADJ|ADV|VERB,60,60,16,ambiguous-surface-variants
review,,,,4876,15484,izveštavati,izvještavati,izvištavati,je→e,izveštaj↔izvještaj,ADJ|ADV|VERB,60,60,16,ambiguous-surface-variants
review,,,,4903,15371,odelo,odijelo,odilo,ije→e,telo↔tijelo,NOUN,13,13,1,ambiguous-surface-variants
review,,,,4904,15369,cena,cina,,i→e,,NOUN,0,0,0,i-reflex-review-only|competing-ekavian-sources|conflicts-with-higher-trust-ekavian-map|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
review,,,,4913,15316,nemac,nijemac,nimac,ije→e,,NOUN,14,14,0,no-higher-trust-family-anchor
review,,,,4915,15311,sprečavati,sprječavati,spričavati,je→e,pevati↔pjevati,ADJ|ADV|VERB,60,60,16,ambiguous-surface-variants
review,,,,4916,15304,suseda,susjeda,susida,je→e,susedni↔susjedni,NOUN,13,13,1,ambiguous-surface-variants
review,,,,4935,15191,vek,vijek,vik,ije→e,uvek↔uvijek,NOUN,13,13,1,ambiguous-surface-variants
known,,,,4939,15174,pretrpeti,pretrpjeti,pretrpiti,je→e,uspeti↔uspjeti,ADJ|ADV|VERB,60,50,16,ambiguous-surface-variants
review,,,,4957,15110,venčati,vjenčati,vinčati,je→e,venčani↔vjenčani,ADJ|ADV|VERB,60,60,16,ambiguous-surface-variants
review,,,,4961,15100,poslepodne,poslijepodne,poslipodne,ije→e,posle↔poslije,ADV|NOUN,14,14,1,ambiguous-surface-variants
review,,,,4963,15082,svedočenje,svjedočenje,svidočenje,je→e,svedok↔svjedok,NOUN,13,13,1,ambiguous-surface-variants
review,,,,4990,14951,zvezdica,zvjezdica,zvizdica,je→e,,NOUN,13,13,1,no-higher-trust-family-anchor|ambiguous-surface-variants
review,,,,4991,14949,premestiti,premjestiti,premistiti,je→e,smestiti↔smjestiti,ADJ|ADV|VERB,60,60,16,ambiguous-surface-variants
review,,,,4995,14943,dopredsednik,dopredsjednik,dopredsidnik,je→e,predsednik↔predsjednik,NOUN,13,13,1,ambiguous-surface-variants
review,,,,5002,14922,denar,dinar,,i→e,,NOUN,0,0,0,i-reflex-review-only|competing-ijekavian-targets|competing-ekavian-sources|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
review,,,,5042,14782,uleteti,uletiti,,i→e,,ADV|VERB,10,0,0,i-reflex-review-only|competing-ijekavian-targets|competing-ekavian-sources|fewer-than-two-changed-surface-pairs
review,,,,5044,14777,testo,tijesto,tisto,ije→e,,NOUN,13,13,1,no-higher-trust-family-anchor|ambiguous-surface-variants
accepted,,,,5051,14728,sleteti,sletjeti,sletiti,je→e,hteti↔htjeti,ADV|VERB,23,13,0,
review,,,,5053,14692,večno,vječno,vično,je→e,delimično↔djelimično,ADV,2,2,0,fewer-than-three-compatible-msd-slots
review,,,,5067,14608,čep,čip,,i→e,,NOUN,0,0,0,i-reflex-review-only|competing-ijekavian-targets|competing-ekavian-sources|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
review,,,,5069,14588,serov,sirov,,i→e,,ADJ,0,0,0,i-reflex-review-only|competing-ijekavian-targets|competing-ekavian-sources|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
review,,,,5093,14474,proslediti,proslijediti,prosliditi,ije→e,slediti↔slijediti,ADJ|ADV|VERB,60,60,16,ambiguous-surface-variants
review,,,,5126,14348,zavera,zavjera,zavira,je→e,vera↔vjera,NOUN,13,13,1,ambiguous-surface-variants
review,,,,5138,14302,susedstvo,susjedstvo,susidstvo,je→e,susedni↔susjedni,NOUN,13,13,1,ambiguous-surface-variants
known,,,,5139,14300,raspodela,raspodjela,raspodila,je→e,preraspodela↔preraspodjela,NOUN,13,13,1,ambiguous-surface-variants
review,,,,5140,14299,zaželeti,zaželjeti,zaželiti,je→e,želeti↔željeti,ADJ|ADV|VERB,60,13,16,ambiguous-surface-variants
known,,,,5153,14245,izbegnuti,izbjegnuti,izbignuti,je→e,izbeći↔izbjeći,ADJ|ADV|VERB,60,60,16,ambiguous-surface-variants
known,,,,5155,14243,čovekov,čovjekov,čovikov,je→e,čovek↔čovjek,ADJ,37,37,16,ambiguous-surface-variants
review,,,,5158,14236,lekarna,ljekarna,likarna,je→e,lekarski↔ljekarski,NOUN,13,13,1,ambiguous-surface-variants
accepted,,,,5171,14175,oživeti,oživjeti,oživiti,je→e,živeti↔živjeti,ADV|VERB,23,13,0,
known,,,,5174,14166,sledbenik,sljedbenik,slidbenik,je→e,,NOUN,13,13,1,no-higher-trust-family-anchor|ambiguous-surface-variants
accepted,,,,5175,14164,poludeti,poludjeti,poluditi,je→e,videti↔vidjeti,ADV|VERB,23,13,0,
review,,,,5193,14079,proživeti,proživjeti,proživiti,je→e,živeti↔živjeti,ADJ|ADV|VERB,60,50,16,ambiguous-surface-variants
review,,,,5202,14042,esenski,jesenski,isenski,je→e,,ADJ,26,26,16,no-higher-trust-family-anchor|ambiguous-surface-variants
review,,,,5205,14022,železnica,željeznica,želiznica,je→e,menica↔mjenica,NOUN,13,13,1,ambiguous-surface-variants
review,,,,5206,14015,predeo,predio,,i→e,,NOUN,13,11,1,i-reflex-review-only|competing-ijekavian-targets|competing-ekavian-sources|ambiguous-surface-variants
review,,,,5211,13983,izmenjivati,izmjenjivati,izminjivati,je→e,razmenjivati↔razmjenjivati,ADJ|ADV|VERB,60,60,16,ambiguous-surface-variants
known,,,,5222,13961,razrešiti,razriješiti,razrišiti,ije→e,rešiti↔riješiti,ADJ|ADV|VERB,60,60,16,ambiguous-surface-variants
review,,,,5269,13812,prevara,prijevara,privara,ije→e,pre↔prije,NOUN,13,13,1,ambiguous-surface-variants
review,,,,5298,13708,cvetan,cvjetan,cvitan,je→e,cvetni↔cvjetni,ADJ,91,91,48,ambiguous-surface-variants
known,,,,5300,13707,umešati,umiješati,umišati,ije→e,mešati↔miješati,ADJ|ADV|VERB,60,60,16,ambiguous-surface-variants
review,,,,5355,13537,sedati,sjedati,sidati,je→e,,ADV|VERB,23,23,0,no-higher-trust-family-anchor
review,,,,5362,13519,pobednički,pobjednički,pobidnički,je→e,naslednički↔nasljednički,ADJ,27,27,16,ambiguous-surface-variants
accepted,,,,5366,13500,zaživeti,zaživjeti,zaživiti,je→e,živeti↔živjeti,ADV|VERB,23,13,0,
review,,,,5376,13469,veza,viza,,i→e,,NOUN,0,0,0,i-reflex-review-only|competing-ijekavian-targets|competing-ekavian-sources|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
known,,,,5377,13468,nedeljni,nedjeljni,nediljni,je→e,nedelja↔nedjelja,ADJ,27,27,16,ambiguous-surface-variants
review,,,,5389,13421,obesiti,objesiti,obisiti,je→e,obe↔obje,ADJ|ADV|VERB,60,60,16,ambiguous-surface-variants
review,,,,5406,13311,mlečan,mliječan,mličan,ije→e,mleko↔mlijeko,ADJ,91,91,48,ambiguous-surface-variants
review,,,,5427,13226,podupreti,poduprijeti,podupriti,ije→e,uneti↔unijeti,ADJ|ADV|VERB,60,8,16,ambiguous-surface-variants
review,,,,5431,13208,lepotica,ljepotica,lipotica,je→e,,NOUN,13,13,1,no-higher-trust-family-anchor|ambiguous-surface-variants
accepted,,,,5445,13146,vredno,vrijedno,vridno,ije→e,vrednost↔vrijednost,ADV,3,3,0,
review,,,,5464,13085,prenos,prinos,,i→e,,NOUN,0,0,0,i-reflex-review-only|competing-ekavian-sources|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
review,,,,5471,13060,levica,ljevica,livica,je→e,,NOUN,13,13,1,no-higher-trust-family-anchor|ambiguous-surface-variants
review,,,,5484,13040,umeće,umijeće,umiće,ije→e,veće↔vijeće,NOUN,13,13,1,ambiguous-surface-variants
review,,,,5491,13026,nežno,nježno,nižno,je→e,,ADV,2,2,0,no-higher-trust-family-anchor|fewer-than-three-compatible-msd-slots
review,,,,5499,12994,umeren,umjeren,umiren,je→e,overen↔ovjeren,ADJ,64,64,32,ambiguous-surface-variants
known,,,,5513,12953,zamenjivati,zamjenjivati,zaminjivati,je→e,zamena↔zamjena,ADJ|ADV|VERB,60,60,16,ambiguous-surface-variants
review,,,,5523,12909,premjeren,primjeren,,i→e,,ADJ,0,0,0,i-reflex-review-only|competing-ijekavian-targets|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
review,,,,5523,12909,primeren,primjeren,primiren,je→e,primereni↔primjereni,ADJ,91,91,48,ambiguous-surface-variants
review,,,,5547,12857,sprečavanje,sprječavanje,spričavanje,je→e,rešavanje↔rješavanje,NOUN,13,13,1,ambiguous-surface-variants
review,,,,5551,12837,izbegavanje,izbjegavanje,izbigavanje,je→e,izbegavati↔izbjegavati,NOUN,13,13,1,ambiguous-surface-variants
review,,,,5575,12758,prekriti,prikriti,,i→e,,ADJ|ADV|VERB,0,0,0,i-reflex-review-only|competing-ijekavian-targets|competing-ekavian-sources|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
review,,,,5581,12736,gresti,gristi,,i→e,,VERB,0,0,0,i-reflex-review-only|competing-ijekavian-targets|competing-ekavian-sources|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
review,,,,5603,12679,preložiti,priložiti,,i→e,,ADJ|ADV|VERB,0,0,0,i-reflex-review-only|competing-ijekavian-targets|competing-ekavian-sources|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
review,,,,5621,12583,prepravak,pripravak,,i→e,,NOUN,0,0,0,i-reflex-review-only|competing-ijekavian-targets|competing-ekavian-sources|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
review,,,,5625,12567,tešiti,tješiti,tišiti,je→e,,ADJ|ADV|VERB,60,60,16,no-higher-trust-family-anchor|ambiguous-surface-variants
accepted,,,,5628,12554,izgoreti,izgorjeti,izgoriti,je→e,hteti↔htjeti,ADV|VERB,23,13,0,
review,,,,5645,12464,neizbežan,neizbježan,neizbižan,je→e,,ADJ,64,64,32,no-higher-trust-family-anchor|ambiguous-surface-variants
review,,,,5663,12395,bek,bik,,i→e,,NOUN,0,0,0,i-reflex-review-only|competing-ijekavian-targets|competing-ekavian-sources|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
review,,,,5723,12227,izlečiti,izliječiti,izličiti,ije→e,sprečiti↔spriječiti,ADJ|ADV|VERB,60,60,16,ambiguous-surface-variants
review,,,,5724,12224,prevoznik,prijevoznik,privoznik,ije→e,pre↔prije,NOUN,13,13,1,ambiguous-surface-variants
review,,,,5737,12193,medved,medvjed,medvid,je→e,,NOUN,13,13,1,no-higher-trust-family-anchor|ambiguous-surface-variants
review,,,,5741,12182,štemati,štimati,,i→e,,ADJ|ADV|VERB,0,0,0,i-reflex-review-only|competing-ijekavian-targets|competing-ekavian-sources|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
review,,,,5786,12038,vređanje,vrijeđanje,vriđanje,ije→e,vreme↔vrijeme,NOUN,13,13,1,ambiguous-surface-variants
review,,,,5789,12037,prelaziti,prilaziti,,i→e,,ADV|VERB,0,0,0,i-reflex-review-only|competing-ijekavian-targets|competing-ekavian-sources|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
review,,,,5804,11989,osvestiti,osvijestiti,osvistiti,ije→e,izvestiti↔izvijestiti,ADJ|ADV|VERB,60,60,16,ambiguous-surface-variants
review,,,,5814,11957,dragocen,dragocjen,dragocin,je→e,,ADJ,64,64,32,no-higher-trust-family-anchor|ambiguous-surface-variants
review,,,,5838,11888,uspešnost,uspješnost,uspišnost,je→e,uspešno↔uspješno,NOUN,13,13,1,ambiguous-surface-variants
accepted,,,,5840,11881,opusteti,opustjeti,opustiti,je→e,hteti↔htjeti,ADV|VERB,23,13,0,
review,,,,5849,11850,prestići,pristići,,i→e,,ADV|VERB,0,0,0,i-reflex-review-only|competing-ijekavian-targets|competing-ekavian-sources|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
review,,,,5860,11806,oterati,otjerati,otirati,je→e,,ADJ|ADV|VERB,60,60,16,no-higher-trust-family-anchor|ambiguous-surface-variants
known,,,,5874,11733,ocenjivanje,ocjenjivanje,ocinjivanje,je→e,procenjivanje↔procjenjivanje,NOUN,13,13,1,ambiguous-surface-variants
review,,,,5901,11659,neizvestan,neizvjestan,neizvistan,je→e,,ADJ,37,37,16,no-higher-trust-family-anchor|ambiguous-surface-variants
review,,,,5902,11657,svetlo,svijetlo,svitlo,ije→e,svest↔svijest,ADV,3,3,0,competing-ijekavian-targets
review,,,,5932,11553,osmeh,osmjeh,osmih,je→e,,NOUN,14,14,0,no-higher-trust-family-anchor|competing-ijekavian-targets
review,,,,5938,11533,pregovarati,prigovarati,,i→e,,ADV|VERB,0,0,0,i-reflex-review-only|competing-ijekavian-targets|competing-ekavian-sources|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
review,,,,5939,11529,premjeriti,primjeriti,,i→e,,ADJ|ADV|VERB,0,0,0,i-reflex-review-only|competing-ijekavian-targets|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
review,,,,5939,11529,primeriti,primjeriti,primiriti,je→e,primer↔primjer,ADJ|ADV|VERB,60,60,16,ambiguous-surface-variants
review,,,,5949,11483,prekomeran,prekomjeran,prekomiran,je→e,,ADJ,91,91,48,no-higher-trust-family-anchor|ambiguous-surface-variants
review,,,,5963,11436,srednjovekovni,srednjovjekovni,srednjovikovni,je→e,,ADJ,27,27,16,no-higher-trust-family-anchor|ambiguous-surface-variants
review,,,,5972,11390,prepisati,pripisati,,i→e,,ADJ|ADV|VERB,0,0,0,i-reflex-review-only|competing-ijekavian-targets|competing-ekavian-sources|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
review,,,,5973,11386,pešak,pješak,pišak,je→e,peščara↔pješčara,NOUN,13,13,1,ambiguous-surface-variants
review,,,,5975,11381,pešački,pješački,pišački,je→e,,ADJ,27,27,16,no-higher-trust-family-anchor|ambiguous-surface-variants
accepted,,,,5979,11373,zamenica,zamjenica,zaminica,je→e,menica↔mjenica,NOUN,14,14,0,
review,,,,5984,11363,venski,vinski,,i→e,,ADJ|ADV,0,0,0,i-reflex-review-only|competing-ijekavian-targets|competing-ekavian-sources|fewer-than-three-compatible-msd-slots|fewer-than-two-changed-surface-pairs
review,,,,5986,11359,proterati,protjerati,protirati,je→e,,ADJ|ADV|VERB,60,60,16,no-higher-trust-family-anchor|ambiguous-surface-variants
review,,,,5994,11344,beda,bijeda,bida,ije→e,sreda↔srijeda,NOUN,13,13,1,ambiguous-surface-variants
